Categoria,Item,Valor
media_gastos_usuario,88448 - mean,62877762.0
media_gastos_usuario,89083,
media_gastos_usuario,89083 - mean,26003267.0
media_gastos_usuario,93784,
media_gastos_usuario,93784 - mean,11966296.0
media_gastos_usuario,94034,
media_gastos_usuario,94034 - mean,36852612.0
media_gastos_usuario,100081,
media_gastos_usuario,100081 - mean,12037640.0
media_gastos_usuario,104060,
media_gastos_usuario,104060 - mean,1378104.0
media_gastos_usuario,105368,
media_gastos_usuario,105368 - mean,10311815.0
media_gastos_usuario,121586,
media_gastos_usuario,121586 - mean,15783208.0
media_gastos_usuario,123218,
media_gastos_usuario,123218 - mean,47323710.0
media_gastos_usuario,129259,
media_gastos_usuario,129259 - mean,1826062.0
media_gastos_usuario,140160,
media_gastos_usuario,140160 - mean,13703577.0
media_gastos_usuario,140959,
media_gastos_usuario,140959 - mean,49293165.0
media_gastos_usuario,152428,
media_gastos_usuario,152428 - mean,40370400.0
media_gastos_usuario,154466,
media_gastos_usuario,154466 - mean,10324749.0
media_gastos_usuario,166366,
media_gastos_usuario,166366 - mean,40166019.0
media_gastos_usuario,171197,
media_gastos_usuario,171197 - mean,689680.0
media_gastos_usuario,182559,
media_gastos_usuario,182559 - mean,62114920.0
media_gastos_usuario,183794,
media_gastos_usuario,183794 - mean,50867839.0
media_gastos_usuario,192721,
media_gastos_usuario,192721 - mean,14893572.0
media_gastos_usuario,198142,
media_gastos_usuario,198142 - mean,6898424.0
media_gastos_usuario,206177,
media_gastos_usuario,206177 - mean,57320296.0
media_gastos_usuario,209624,
media_gastos_usuario,209624 - mean,77840588.0
media_gastos_usuario,214883,
media_gastos_usuario,214883 - mean,65431688.0
media_gastos_usuario,216629,
media_gastos_usuario,216629 - mean,5861263.0
media_gastos_usuario,217850,
media_gastos_usuario,217850 - mean,68237712.0
media_gastos_usuario,218102,
media_gastos_usuario,218102 - mean,48691440.0
media_gastos_usuario,221862,
media_gastos_usuario,221862 - mean,28309792.0
media_gastos_usuario,227525,
media_gastos_usuario,227525 - mean,83366.0
media_gastos_usuario,231748,
media_gastos_usuario,231748 - mean,51716617.0
media_gastos_usuario,235234,
media_gastos_usuario,235234 - mean,62672064.0
media_gastos_usuario,248413,
media_gastos_usuario,248413 - mean,1858200.0
media_gastos_usuario,248638,
media_gastos_usuario,248638 - mean,7559019.0
media_gastos_usuario,255470,
media_gastos_usuario,255470 - mean,23062455.0
media_gastos_usuario,256270,
media_gastos_usuario,256270 - mean,30811710.0
media_gastos_usuario,258611,
media_gastos_usuario,258611 - mean,49912914.0
media_gastos_usuario,261443,
media_gastos_usuario,261443 - mean,5916495.0
media_gastos_usuario,263272,
media_gastos_usuario,263272 - mean,13697892.0
media_gastos_usuario,266985,
media_gastos_usuario,266985 - mean,12765470.0
media_gastos_usuario,269749,
media_gastos_usuario,269749 - mean,20570405.0
media_gastos_usuario,276577,
media_gastos_usuario,276577 - mean,1690563.0
media_gastos_usuario,282629,
media_gastos_usuario,282629 - mean,41867202.0
media_gastos_usuario,283372,
media_gastos_usuario,283372 - mean,40118260.0
media_gastos_usuario,287784,
media_gastos_usuario,287784 - mean,4058304.0
media_gastos_usuario,294684,
media_gastos_usuario,294684 - mean,57584142.0
media_gastos_usuario,305976,
media_gastos_usuario,305976 - mean,1522368.0
media_gastos_usuario,311402,
media_gastos_usuario,311402 - mean,78860966.0
media_gastos_usuario,312589,
media_gastos_usuario,312589 - mean,6308698.0
media_gastos_usuario,330384,
media_gastos_usuario,330384 - mean,30334076.0
media_gastos_usuario,335216,
media_gastos_usuario,335216 - mean,42952980.0
media_gastos_usuario,336419,
media_gastos_usuario,336419 - mean,18679650.0
media_gastos_usuario,336654,
media_gastos_usuario,336654 - mean,64199135.0
media_gastos_usuario,343672,
media_gastos_usuario,343672 - mean,45567544.0
media_gastos_usuario,350146,
media_gastos_usuario,350146 - mean,1424520.0
media_gastos_usuario,350544,
media_gastos_usuario,350544 - mean,42762820.0
media_gastos_usuario,351440,
media_gastos_usuario,351440 - mean,11699030.0
media_gastos_usuario,366020,
media_gastos_usuario,366020 - mean,38385468.0
media_gastos_usuario,369076,
media_gastos_usuario,369076 - mean,66107814.0
media_gastos_usuario,371139,
media_gastos_usuario,371139 - mean,24374350.0
media_gastos_usuario,373977,
media_gastos_usuario,373977 - mean,45721260.0
media_gastos_usuario,378808,
media_gastos_usuario,378808 - mean,20633598.0
media_gastos_usuario,385689,
media_gastos_usuario,385689 - mean,19679440.0
media_gastos_usuario,387459,
media_gastos_usuario,387459 - mean,71967516.0
media_gastos_usuario,391652,
media_gastos_usuario,391652 - mean,42292324.0
media_gastos_usuario,392935,
media_gastos_usuario,392935 - mean,12937008.0
media_gastos_usuario,403872,
media_gastos_usuario,403872 - mean,9411696.0
media_gastos_usuario,404117,
media_gastos_usuario,404117 - mean,64541675.0
media_gastos_usuario,411077,
media_gastos_usuario,411077 - mean,608582.0
media_gastos_usuario,420022,
media_gastos_usuario,420022 - mean,53247500.0
media_gastos_usuario,425820,
media_gastos_usuario,425820 - mean,17550554.0
media_gastos_usuario,428175,
media_gastos_usuario,428175 - mean,5728296.0
media_gastos_usuario,430412,
media_gastos_usuario,430412 - mean,37916064.0
media_gastos_usuario,439514,
media_gastos_usuario,439514 - mean,13667413.0
media_gastos_usuario,446244,
media_gastos_usuario,446244 - mean,11214844.0
media_gastos_usuario,447039,
media_gastos_usuario,447039 - mean,21759465.0
media_gastos_usuario,447307,
media_gastos_usuario,447307 - mean,7154113.0
media_gastos_usuario,453120,
media_gastos_usuario,453120 - mean,11493777.0
media_gastos_usuario,475179,
media_gastos_usuario,475179 - mean,70264530.0
media_gastos_usuario,475594,
media_gastos_usuario,475594 - mean,3713490.0
media_gastos_usuario,481046,
media_gastos_usuario,481046 - mean,40601547.0
media_gastos_usuario,481678,
media_gastos_usuario,481678 - mean,52908708.0
media_gastos_usuario,495065,
media_gastos_usuario,495065 - mean,8935008.0
media_gastos_usuario,496833,
media_gastos_usuario,496833 - mean,58295424.0
media_gastos_usuario,499262,
media_gastos_usuario,499262 - mean,11843640.0
media_gastos_usuario,505961,
media_gastos_usuario,505961 - mean,52922496.0
media_gastos_usuario,554271,
media_gastos_usuario,554271 - mean,47618991.0
media_gastos_usuario,566129,
media_gastos_usuario,566129 - mean,17085859.0
media_gastos_usuario,569176,
media_gastos_usuario,569176 - mean,3672570.0
media_gastos_usuario,575063,
media_gastos_usuario,575063 - mean,20537728.0
media_gastos_usuario,575365,
media_gastos_usuario,575365 - mean,42073780.0
media_gastos_usuario,584028,
media_gastos_usuario,584028 - mean,24897150.0
media_gastos_usuario,584567,
media_gastos_usuario,584567 - mean,36435276.0
media_gastos_usuario,598059,
media_gastos_usuario,598059 - mean,36229574.0
media_gastos_usuario,598558,
media_gastos_usuario,598558 - mean,9820800.0
media_gastos_usuario,602944,
media_gastos_usuario,602944 - mean,58123660.0
media_gastos_usuario,609690,
media_gastos_usuario,609690 - mean,5249170.0
media_gastos_usuario,617094,
media_gastos_usuario,617094 - mean,30469560.0
media_gastos_usuario,621891,
media_gastos_usuario,621891 - mean,23004450.0
media_gastos_usuario,627375,
media_gastos_usuario,627375 - mean,46120500.0
media_gastos_usuario,628007,
media_gastos_usuario,628007 - mean,84658296.0
media_gastos_usuario,633411,
media_gastos_usuario,633411 - mean,6165342.0
media_gastos_usuario,649017,
media_gastos_usuario,649017 - mean,4578750.0
media_gastos_usuario,653517,
media_gastos_usuario,653517 - mean,29009365.0
media_gastos_usuario,662038,
media_gastos_usuario,662038 - mean,60649260.0
media_gastos_usuario,671826,
media_gastos_usuario,671826 - mean,19600370.0
media_gastos_usuario,677770,
media_gastos_usuario,677770 - mean,50747108.0
media_gastos_usuario,677853,
media_gastos_usuario,677853 - mean,59424408.0
media_gastos_usuario,678075,
media_gastos_usuario,678075 - mean,27867795.0
media_gastos_usuario,686659,
media_gastos_usuario,686659 - mean,54894918.0
media_gastos_usuario,692900,
media_gastos_usuario,692900 - mean,60408576.0
media_gastos_usuario,716684,
media_gastos_usuario,716684 - mean,60619120.0
media_gastos_usuario,733665,
media_gastos_usuario,733665 - mean,10375519.0
media_gastos_usuario,734118,
media_gastos_usuario,734118 - mean,25154416.0
media_gastos_usuario,737399,
media_gastos_usuario,737399 - mean,58278720.0
media_gastos_usuario,745993,
media_gastos_usuario,745993 - mean,4434108.0
media_gastos_usuario,754528,
media_gastos_usuario,754528 - mean,12452096.0
media_gastos_usuario,757522,
media_gastos_usuario,757522 - mean,31455104.0
media_gastos_usuario,759489,
media_gastos_usuario,759489 - mean,9743388.0
media_gastos_usuario,763579,
media_gastos_usuario,763579 - mean,25761873.0
media_gastos_usuario,765980,
media_gastos_usuario,765980 - mean,34955648.0
media_gastos_usuario,766000,
media_gastos_usuario,766000 - mean,36381536.0
media_gastos_usuario,770605,
media_gastos_usuario,770605 - mean,29206190.0
media_gastos_usuario,771376,
media_gastos_usuario,771376 - mean,22272677.0
media_gastos_usuario,776120,
media_gastos_usuario,776120 - mean,1851575.0
media_gastos_usuario,778578,
media_gastos_usuario,778578 - mean,76018220.0
media_gastos_usuario,779078,
media_gastos_usuario,779078 - mean,8292680.0
media_gastos_usuario,783010,
media_gastos_usuario,783010 - mean,50216892.0
media_gastos_usuario,784406,
media_gastos_usuario,784406 - mean,6105040.0
media_gastos_usuario,785020,
media_gastos_usuario,785020 - mean,9438740.0
media_gastos_usuario,785291,
media_gastos_usuario,785291 - mean,10151012.0
media_gastos_usuario,799522,
media_gastos_usuario,799522 - mean,23377263.0
media_gastos_usuario,805334,
media_gastos_usuario,805334 - mean,56809650.0
media_gastos_usuario,812610,
media_gastos_usuario,812610 - mean,13690974.0
media_gastos_usuario,818574,
media_gastos_usuario,818574 - mean,31818150.0
media_gastos_usuario,825730,
media_gastos_usuario,825730 - mean,4417270.0
media_gastos_usuario,827936,
media_gastos_usuario,827936 - mean,34509405.0
media_gastos_usuario,836240,
media_gastos_usuario,836240 - mean,19847832.0
media_gastos_usuario,840073,
media_gastos_usuario,840073 - mean,23556204.0
media_gastos_usuario,848980,
media_gastos_usuario,848980 - mean,66818818.0
media_gastos_usuario,850794,
media_gastos_usuario,850794 - mean,67709697.0
media_gastos_usuario,856180,
media_gastos_usuario,856180 - mean,7949076.0
media_gastos_usuario,860697,
media_gastos_usuario,860697 - mean,2817872.0
media_gastos_usuario,883824,
media_gastos_usuario,883824 - mean,4829919.0
media_gastos_usuario,887462,
media_gastos_usuario,887462 - mean,41432902.0
media_gastos_usuario,890349,
media_gastos_usuario,890349 - mean,19824497.0
media_gastos_usuario,893036,
media_gastos_usuario,893036 - mean,1817144.0
media_gastos_usuario,896718,
media_gastos_usuario,896718 - mean,43655627.0
media_gastos_usuario,903180,
media_gastos_usuario,903180 - mean,24794080.0
media_gastos_usuario,907706,
media_gastos_usuario,907706 - mean,5525864.0
media_gastos_usuario,916160,
media_gastos_usuario,916160 - mean,30378704.0
media_gastos_usuario,934800,
media_gastos_usuario,934800 - mean,18153639.0
media_gastos_usuario,935947,
media_gastos_usuario,935947 - mean,36592140.0
media_gastos_usuario,937634,
media_gastos_usuario,937634 - mean,87379200.0
media_gastos_usuario,944861,
media_gastos_usuario,944861 - mean,7677936.0
media_gastos_usuario,945858,
media_gastos_usuario,945858 - mean,81529411.0
media_gastos_usuario,945977,
media_gastos_usuario,945977 - mean,90335267.0
media_gastos_usuario,948960,
media_gastos_usuario,948960 - mean,10026858.0
media_gastos_usuario,951942,
media_gastos_usuario,951942 - mean,57781980.0
media_gastos_usuario,955524,
media_gastos_usuario,955524 - mean,36355824.0
media_gastos_usuario,958784,
media_gastos_usuario,958784 - mean,28743634.0
media_gastos_usuario,965603,
media_gastos_usuario,965603 - mean,9699576.0
media_gastos_usuario,966543,
media_gastos_usuario,966543 - mean,38337701.0
media_gastos_usuario,970860,
media_gastos_usuario,970860 - mean,58292502.0
media_gastos_usuario,974888,
media_gastos_usuario,974888 - mean,25757001.0
media_gastos_usuario,981384,
media_gastos_usuario,981384 - mean,30373610.0
media_gastos_usuario,988614,
media_gastos_usuario,988614 - mean,9527196.0
media_gastos_usuario,989755,
media_gastos_usuario,989755 - mean,5510500.0
media_gastos_usuario,994100,
media_gastos_usuario,994100 - mean,17754328.0
media_gastos_usuario,997358,
media_gastos_usuario,997358 - mean,22650690.0
media_gastos_usuario,1015557,
media_gastos_usuario,1015557 - mean,15880143.0
media_gastos_usuario,1027845,
media_gastos_usuario,1027845 - mean,46607168.0
media_gastos_usuario,1031596,
media_gastos_usuario,1031596 - mean,24521616.0
media_gastos_usuario,1036605,
media_gastos_usuario,1036605 - mean,8629600.0
media_gastos_usuario,1049667,
media_gastos_usuario,1049667 - mean,5080524.0
media_gastos_usuario,1056958,
media_gastos_usuario,1056958 - mean,76079832.0
media_gastos_usuario,1060237,
media_gastos_usuario,1060237 - mean,66354464.0
media_gastos_usuario,1069841,
media_gastos_usuario,1069841 - mean,82067146.0
media_gastos_usuario,1072674,
media_gastos_usuario,1072674 - mean,32820826.0
media_gastos_usuario,1076922,
media_gastos_usuario,1076922 - mean,7903324.0
media_gastos_usuario,1091268,
media_gastos_usuario,1091268 - mean,12711090.0
media_gastos_usuario,1092745,
media_gastos_usuario,1092745 - mean,8338662.0
media_gastos_usuario,1095213,
media_gastos_usuario,1095213 - mean,9763502.0
media_gastos_usuario,1103129,
media_gastos_usuario,1103129 - mean,5184000.0
media_gastos_usuario,1104348,
media_gastos_usuario,1104348 - mean,17294156.0
media_gastos_usuario,1109466,
media_gastos_usuario,1109466 - mean,5343693.0
media_gastos_usuario,1112895,
media_gastos_usuario,1112895 - mean,20528961.0
media_gastos_usuario,1114556,
media_gastos_usuario,1114556 - mean,18783267.0
media_gastos_usuario,1118130,
media_gastos_usuario,1118130 - mean,11742420.0
media_gastos_usuario,1118758,
media_gastos_usuario,1118758 - mean,12821886.0
media_gastos_usuario,1129975,
media_gastos_usuario,1129975 - mean,18422312.0
media_gastos_usuario,1137860,
media_gastos_usuario,1137860 - mean,1374816.0
media_gastos_usuario,1144402,
media_gastos_usuario,1144402 - mean,14604842.0
media_gastos_usuario,1147540,
media_gastos_usuario,1147540 - mean,18431624.0
media_gastos_usuario,1152626,
media_gastos_usuario,1152626 - mean,93047614.0
media_gastos_usuario,1156179,
media_gastos_usuario,1156179 - mean,14744905.0
media_gastos_usuario,1168879,
media_gastos_usuario,1168879 - mean,5820778.0
media_gastos_usuario,1173800,
media_gastos_usuario,1173800 - mean,12414948.0
media_gastos_usuario,1175230,
media_gastos_usuario,1175230 - mean,2941260.0
media_gastos_usuario,1176859,
media_gastos_usuario,1176859 - mean,19664532.0
media_gastos_usuario,1179640,
media_gastos_usuario,1179640 - mean,15594423.0
media_gastos_usuario,1180811,
media_gastos_usuario,1180811 - mean,42090680.0
media_gastos_usuario,1183223,
media_gastos_usuario,1183223 - mean,6301135.0
media_gastos_usuario,1186078,
media_gastos_usuario,1186078 - mean,26663364.0
media_gastos_usuario,1187706,
media_gastos_usuario,1187706 - mean,20703040.0
media_gastos_usuario,1190343,
media_gastos_usuario,1190343 - mean,35244258.0
media_gastos_usuario,1191256,
media_gastos_usuario,1191256 - mean,11622510.0
media_gastos_usuario,1191549,
media_gastos_usuario,1191549 - mean,42559551.0
media_gastos_usuario,1192451,
media_gastos_usuario,1192451 - mean,51112674.0
media_gastos_usuario,1199659,
media_gastos_usuario,1199659 - mean,5338036.0
media_gastos_usuario,1201217,
media_gastos_usuario,1201217 - mean,29052752.0
media_gastos_usuario,1206805,
media_gastos_usuario,1206805 - mean,17413875.0
media_gastos_usuario,1208234,
media_gastos_usuario,1208234 - mean,70296116.0
media_gastos_usuario,1210211,
media_gastos_usuario,1210211 - mean,11866068.0
media_gastos_usuario,1213677,
media_gastos_usuario,1213677 - mean,50090859.0
media_gastos_usuario,1219753,
media_gastos_usuario,1219753 - mean,1495296.0
media_gastos_usuario,1221651,
media_gastos_usuario,1221651 - mean,15343189.0
media_gastos_usuario,1222695,
media_gastos_usuario,1222695 - mean,11679906.0
media_gastos_usuario,1224823,
media_gastos_usuario,1224823 - mean,16720464.0
media_gastos_usuario,1225993,
media_gastos_usuario,1225993 - mean,53482356.0
media_gastos_usuario,1226283,
media_gastos_usuario,1226283 - mean,31079163.0
media_gastos_usuario,1236170,
media_gastos_usuario,1236170 - mean,46597800.0
media_gastos_usuario,1240551,
media_gastos_usuario,1240551 - mean,12814725.0
media_gastos_usuario,1252452,
media_gastos_usuario,1252452 - mean,28879530.0
media_gastos_usuario,1255658,
media_gastos_usuario,1255658 - mean,11071970.0
media_gastos_usuario,1255728,
media_gastos_usuario,1255728 - mean,9943200.0
media_gastos_usuario,1258832,
media_gastos_usuario,1258832 - mean,52934000.0
media_gastos_usuario,1264140,
media_gastos_usuario,1264140 - mean,77619732.0
media_gastos_usuario,1266920,
media_gastos_usuario,1266920 - mean,10903545.0
media_gastos_usuario,1274499,
media_gastos_usuario,1274499 - mean,3188808.0
media_gastos_usuario,1281028,
media_gastos_usuario,1281028 - mean,21686588.0
media_gastos_usuario,1283230,
media_gastos_usuario,1283230 - mean,56360250.0
media_gastos_usuario,1288346,
media_gastos_usuario,1288346 - mean,12540528.0
media_gastos_usuario,1291024,
media_gastos_usuario,1291024 - mean,42209431.0
media_gastos_usuario,1291251,
media_gastos_usuario,1291251 - mean,5599036.0
media_gastos_usuario,1291511,
media_gastos_usuario,1291511 - mean,20833147.0
media_gastos_usuario,1292901,
media_gastos_usuario,1292901 - mean,24639657.0
media_gastos_usuario,1300923,
media_gastos_usuario,1300923 - mean,30565372.0
media_gastos_usuario,1303802,
media_gastos_usuario,1303802 - mean,27765720.0
media_gastos_usuario,1305293,
media_gastos_usuario,1305293 - mean,12984144.0
media_gastos_usuario,1308284,
media_gastos_usuario,1308284 - mean,26569251.0
media_gastos_usuario,1309652,
media_gastos_usuario,1309652 - mean,227928.0
media_gastos_usuario,1311369,
media_gastos_usuario,1311369 - mean,29534780.0
media_gastos_usuario,1312513,
media_gastos_usuario,1312513 - mean,3526752.0
media_gastos_usuario,1317825,
media_gastos_usuario,1317825 - mean,45754919.0
media_gastos_usuario,1325600,
media_gastos_usuario,1325600 - mean,7271155.0
media_gastos_usuario,1327972,
media_gastos_usuario,1327972 - mean,54130202.0
media_gastos_usuario,1340537,
media_gastos_usuario,1340537 - mean,2125760.0
media_gastos_usuario,1344210,
media_gastos_usuario,1344210 - mean,17490255.0
media_gastos_usuario,1347801,
media_gastos_usuario,1347801 - mean,43522968.0
media_gastos_usuario,1348247,
media_gastos_usuario,1348247 - mean,12842012.0
media_gastos_usuario,1349215,
media_gastos_usuario,1349215 - mean,8315454.0
media_gastos_usuario,1351436,
media_gastos_usuario,1351436 - mean,7826869.0
media_gastos_usuario,1355259,
media_gastos_usuario,1355259 - mean,40588224.0
media_gastos_usuario,1361517,
media_gastos_usuario,1361517 - mean,29440736.0
media_gastos_usuario,1362260,
media_gastos_usuario,1362260 - mean,11855120.0
media_gastos_usuario,1397194,
media_gastos_usuario,1397194 - mean,3893778.0
media_gastos_usuario,1405638,
media_gastos_usuario,1405638 - mean,24965013.0
media_gastos_usuario,1408767,
media_gastos_usuario,1408767 - mean,28393320.0
media_gastos_usuario,1414589,
media_gastos_usuario,1414589 - mean,39763745.0
media_gastos_usuario,1426041,
media_gastos_usuario,1426041 - mean,6898944.0
media_gastos_usuario,1427454,
media_gastos_usuario,1427454 - mean,68658450.0
media_gastos_usuario,1428117,
media_gastos_usuario,1428117 - mean,38789344.0
media_gastos_usuario,1433594,
media_gastos_usuario,1433594 - mean,3441375.0
media_gastos_usuario,1442375,
media_gastos_usuario,1442375 - mean,12463304.0
media_gastos_usuario,1454481,
media_gastos_usuario,1454481 - mean,8197434.0
media_gastos_usuario,1455378,
media_gastos_usuario,1455378 - mean,48584349.0
media_gastos_usuario,1475770,
media_gastos_usuario,1475770 - mean,87461562.0
media_gastos_usuario,1476232,
media_gastos_usuario,1476232 - mean,12506572.0
media_gastos_usuario,1481584,
media_gastos_usuario,1481584 - mean,17584605.0
media_gastos_usuario,1483483,
media_gastos_usuario,1483483 - mean,286344.0
media_gastos_usuario,1487731,
media_gastos_usuario,1487731 - mean,20699094.0
media_gastos_usuario,1488101,
media_gastos_usuario,1488101 - mean,52884842.0
media_gastos_usuario,1488678,
media_gastos_usuario,1488678 - mean,32902923.0
media_gastos_usuario,1490256,
media_gastos_usuario,1490256 - mean,70555505.0
media_gastos_usuario,1498990,
media_gastos_usuario,1498990 - mean,6466119.0
media_gastos_usuario,1506721,
media_gastos_usuario,1506721 - mean,5103016.0
media_gastos_usuario,1510750,
media_gastos_usuario,1510750 - mean,18437900.0
media_gastos_usuario,1517060,
media_gastos_usuario,1517060 - mean,1160952.0
media_gastos_usuario,1522191,
media_gastos_usuario,1522191 - mean,65790228.0
media_gastos_usuario,1530404,
media_gastos_usuario,1530404 - mean,52407528.0
media_gastos_usuario,1532244,
media_gastos_usuario,1532244 - mean,54139946.0
media_gastos_usuario,1541956,
media_gastos_usuario,1541956 - mean,15027760.0
media_gastos_usuario,1542136,
media_gastos_usuario,1542136 - mean,10281000.0
media_gastos_usuario,1544543,
media_gastos_usuario,1544543 - mean,4554319.0
media_gastos_usuario,1558222,
media_gastos_usuario,1558222 - mean,36193008.0
media_gastos_usuario,1560261,
media_gastos_usuario,1560261 - mean,19932240.0
media_gastos_usuario,1567098,
media_gastos_usuario,1567098 - mean,25996768.0
media_gastos_usuario,1570970,
media_gastos_usuario,1570970 - mean,5875064.0
media_gastos_usuario,1571513,
media_gastos_usuario,1571513 - mean,52992418.0
media_gastos_usuario,1579061,
media_gastos_usuario,1579061 - mean,9435801.0
media_gastos_usuario,1582251,
media_gastos_usuario,1582251 - mean,86779150.0
media_gastos_usuario,1585804,
media_gastos_usuario,1585804 - mean,3368210.0
media_gastos_usuario,1615881,
media_gastos_usuario,1615881 - mean,9562896.0
media_gastos_usuario,1616841,
media_gastos_usuario,1616841 - mean,9877212.0
media_gastos_usuario,1620954,
media_gastos_usuario,1620954 - mean,92954244.0
media_gastos_usuario,1645390,
media_gastos_usuario,1645390 - mean,55765002.0
media_gastos_usuario,1659084,
media_gastos_usuario,1659084 - mean,85747844.0
media_gastos_usuario,1663690,
media_gastos_usuario,1663690 - mean,61635330.0
media_gastos_usuario,1668152,
media_gastos_usuario,1668152 - mean,48959865.0
media_gastos_usuario,1669972,
media_gastos_usuario,1669972 - mean,2979906.0
media_gastos_usuario,1670328,
media_gastos_usuario,1670328 - mean,57427975.0
media_gastos_usuario,1672429,
media_gastos_usuario,1672429 - mean,9668688.0
media_gastos_usuario,1680282,
media_gastos_usuario,1680282 - mean,26040532.0
media_gastos_usuario,1684613,
media_gastos_usuario,1684613 - mean,87148589.0
media_gastos_usuario,1701901,
media_gastos_usuario,1701901 - mean,22645008.0
media_gastos_usuario,1714300,
media_gastos_usuario,1714300 - mean,22994080.0
media_gastos_usuario,1714787,
media_gastos_usuario,1714787 - mean,11327352.0
media_gastos_usuario,1722247,
media_gastos_usuario,1722247 - mean,15627060.0
media_gastos_usuario,1722847,
media_gastos_usuario,1722847 - mean,12443773.0
media_gastos_usuario,1726573,
media_gastos_usuario,1726573 - mean,9314864.0
media_gastos_usuario,1753689,
media_gastos_usuario,1753689 - mean,82607223.0
media_gastos_usuario,1763103,
media_gastos_usuario,1763103 - mean,48302352.0
media_gastos_usuario,1765405,
media_gastos_usuario,1765405 - mean,4485855.0
media_gastos_usuario,1772326,
media_gastos_usuario,1772326 - mean,22460052.0
media_gastos_usuario,1782054,
media_gastos_usuario,1782054 - mean,2089578.0
media_gastos_usuario,1793211,
media_gastos_usuario,1793211 - mean,26729542.0
media_gastos_usuario,1806100,
media_gastos_usuario,1806100 - mean,77614532.0
media_gastos_usuario,1813262,
media_gastos_usuario,1813262 - mean,5698136.0
media_gastos_usuario,1818408,
media_gastos_usuario,1818408 - mean,31466538.0
media_gastos_usuario,1824085,
media_gastos_usuario,1824085 - mean,39458781.0
media_gastos_usuario,1825518,
media_gastos_usuario,1825518 - mean,30451744.0
media_gastos_usuario,1827133,
media_gastos_usuario,1827133 - mean,73776428.0
media_gastos_usuario,1827590,
media_gastos_usuario,1827590 - mean,12976696.0
media_gastos_usuario,1828469,
media_gastos_usuario,1828469 - mean,13950387.0
media_gastos_usuario,1830023,
media_gastos_usuario,1830023 - mean,12368239.0
media_gastos_usuario,1831696,
media_gastos_usuario,1831696 - mean,67232828.0
media_gastos_usuario,1839024,
media_gastos_usuario,1839024 - mean,53177880.0
media_gastos_usuario,1843835,
media_gastos_usuario,1843835 - mean,42900792.0
media_gastos_usuario,1847635,
media_gastos_usuario,1847635 - mean,29965565.0
media_gastos_usuario,1851137,
media_gastos_usuario,1851137 - mean,8715689.0
media_gastos_usuario,1877832,
media_gastos_usuario,1877832 - mean,49997009.0
media_gastos_usuario,1878905,
media_gastos_usuario,1878905 - mean,17288955.0
media_gastos_usuario,1879732,
media_gastos_usuario,1879732 - mean,12719625.0
media_gastos_usuario,1888212,
media_gastos_usuario,1888212 - mean,33643050.0
media_gastos_usuario,1889177,
media_gastos_usuario,1889177 - mean,5249394.0
media_gastos_usuario,1893514,
media_gastos_usuario,1893514 - mean,28205790.0
media_gastos_usuario,1895475,
media_gastos_usuario,1895475 - mean,9125655.0
media_gastos_usuario,1904391,
media_gastos_usuario,1904391 - mean,8933160.0
media_gastos_usuario,1905632,
media_gastos_usuario,1905632 - mean,42172319.0
media_gastos_usuario,1914368,
media_gastos_usuario,1914368 - mean,40262880.0
media_gastos_usuario,1915504,
media_gastos_usuario,1915504 - mean,45484730.0
media_gastos_usuario,1915540,
media_gastos_usuario,1915540 - mean,68583792.0
media_gastos_usuario,1917136,
media_gastos_usuario,1917136 - mean,72184080.0
media_gastos_usuario,1920628,
media_gastos_usuario,1920628 - mean,34921128.0
media_gastos_usuario,1930388,
media_gastos_usuario,1930388 - mean,81371556.0
media_gastos_usuario,1931642,
media_gastos_usuario,1931642 - mean,48765792.0
media_gastos_usuario,1936916,
media_gastos_usuario,1936916 - mean,70572447.0
media_gastos_usuario,1940492,
media_gastos_usuario,1940492 - mean,39176738.0
media_gastos_usuario,1947861,
media_gastos_usuario,1947861 - mean,6884853.0
media_gastos_usuario,1950260,
media_gastos_usuario,1950260 - mean,2040215.0
media_gastos_usuario,1952116,
media_gastos_usuario,1952116 - mean,6821968.0
media_gastos_usuario,1957159,
media_gastos_usuario,1957159 - mean,6759300.0
media_gastos_usuario,1964832,
media_gastos_usuario,1964832 - mean,23408169.0
media_gastos_usuario,1971089,
media_gastos_usuario,1971089 - mean,32017415.0
media_gastos_usuario,1981959,
media_gastos_usuario,1981959 - mean,26371947.0
media_gastos_usuario,1985850,
media_gastos_usuario,1985850 - mean,10673914.0
media_gastos_usuario,2006282,
media_gastos_usuario,2006282 - mean,6140365.0
media_gastos_usuario,2011331,
media_gastos_usuario,2011331 - mean,38070106.0
media_gastos_usuario,2011609,
media_gastos_usuario,2011609 - mean,8755282.0
media_gastos_usuario,2015615,
media_gastos_usuario,2015615 - mean,19071576.0
media_gastos_usuario,2016267,
media_gastos_usuario,2016267 - mean,64733394.0
media_gastos_usuario,2031538,
media_gastos_usuario,2031538 - mean,16974374.0
media_gastos_usuario,2040407,
media_gastos_usuario,2040407 - mean,10697870.0
media_gastos_usuario,2040815,
media_gastos_usuario,2040815 - mean,18714864.0
media_gastos_usuario,2046228,
media_gastos_usuario,2046228 - mean,30520840.0
media_gastos_usuario,2046388,
media_gastos_usuario,2046388 - mean,7312092.0
media_gastos_usuario,2053543,
media_gastos_usuario,2053543 - mean,51552021.0
media_gastos_usuario,2065970,
media_gastos_usuario,2065970 - mean,44075325.0
media_gastos_usuario,2067764,
